<strong>ID</strong><strong>	ORF</strong><strong>	RANGE_GB</strong><strong>	GeneSymbol</strong><strong>	GeneType</strong><strong>	RANGE_START</strong><strong>	RANGE_END</strong><strong>	RANGE_STRAND</strong>
1029	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07360[gene]">BSU07360</a>	AL009126.3	yfmS		808562	809422	1
1030	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07370[gene]">BSU07370</a>	AL009126.3	yfmR		809557	811446	1
1031	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07380[gene]">BSU07380</a>	AL009126.3	yfmQ		811569	812015	1
1032	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07390[gene]">BSU07390</a>	AL009126.3	yfmP		812140	812562	1
1033	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07400[gene]">BSU07400</a>	AL009126.3	yfmO		812628	813818	1
1034	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07410[gene]">BSU07410</a>	AL009126.3	yfmN		814109	814264	1
1035	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07420[gene]">BSU07420</a>	AL009126.3	yfmM		814384	815940	-1
1036	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07430[gene]">BSU07430</a>	AL009126.3	yfmL		816113	817243	1
1037	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07440[gene]">BSU07440</a>	AL009126.3	yfmK		817311	817757	1
1038	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07450[gene]">BSU07450</a>	AL009126.3	yfmJ		817810	818829	-1
1039	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S252	Inter	818856	819310	-1
1040	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S253	Indep-NT	818976	820073	1
1041	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07460[gene]">BSU07460</a>	AL009126.3	yfmI		819311	820531	-1
1042	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S254	Indep	820648	820823	1
1043	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07480[gene]">BSU07480</a>	AL009126.3	yfmG		820867	822330	1
1044	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S255	3'NT	821232	822902	-1
1045	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S256	Inter	822331	822824	1
1046	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S257	Inter	822826	826091	1
1047	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07490[gene]">BSU07490</a>	AL009126.3	yfmF		822903	823703	-1
1048	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07500[gene]">BSU07500</a>	AL009126.3	yfmE		823716	824717	-1
1049	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07510[gene]">BSU07510</a>	AL009126.3	yfmD		824714	825715	-1
1050	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07520[gene]">BSU07520</a>	AL009126.3	yfmC		825787	826734	-1
1051	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S258	5'UTR	826093	826718	1
1052	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S259	5'UTR	826720	827251	1
1053	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07530[gene]">BSU07530</a>	AL009126.3	yfmB		826843	827211	-1
1054	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S260	5'UTR	827212	827324	-1
1055	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07540[gene]">BSU07540</a>	AL009126.3	yfmA		827252	827419	1
1056	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07550[gene]">BSU07550</a>	AL009126.3	yflT		827455	827802	1
1057	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S261	Inter	827843	827923	1
1058	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07560[gene]">BSU07560</a>	AL009126.3	pel		827993	829255	1
1059	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07570[gene]">BSU07570</a>	AL009126.3	yflS		829382	830818	1
1060	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07580[gene]">BSU07580</a>	AL009126.3	citS		830945	832573	1
1061	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07590[gene]">BSU07590</a>	AL009126.3	citT		832545	833225	1
1062	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07600[gene]">BSU07600</a>	AL009126.3	yflP		833228	834187	1
1063	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S262	5'UTR	834310	834382	1
1064	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07610[gene]">BSU07610</a>	AL009126.3	citM		834383	835684	1
1065	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07620[gene]">BSU07620</a>	AL009126.3	yflN		835740	836534	1
1066	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07630[gene]">BSU07630</a>	AL009126.3	nosA		836653	837744	1
1067	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07640[gene]">BSU07640</a>	AL009126.3	yflL		837735	838010	-1
1068	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S263	Intra	837745	838076	1
1069	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07650[gene]">BSU07650</a>	AL009126.3	yflK		838077	838742	1
1070	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07660[gene]">BSU07660</a>	AL009126.3	yflJ		838783	838920	-1
1071	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S264	5'UTR	838921	839051	-1
1072	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S265	Indep-NT	839062	840126	1
1073	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07670[gene]">BSU07670</a>	AL009126.3	yflI		839077	839232	-1
1074	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S266	Intra	839233	839338	-1
1075	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07680[gene]">BSU07680</a>	AL009126.3	yflH		839339	839653	-1
1076	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S267	Intra	839654	839734	-1
1077	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07690[gene]">BSU07690</a>	AL009126.3	mapB		839735	840484	-1
1078	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S268	5'UTR	840528	841664	-1
1079	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07700[gene]">BSU07700</a>	AL009126.3	nagP		840656	842014	1
1080	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07710[gene]">BSU07710</a>	AL009126.3	yflE		842047	843996	-1
1081	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S269	5'UTR	843132	844096	1
1082	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S270	5'UTR	843997	844071	-1
1083	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S271	5'UTR	844073	844595	-1
1084	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07720[gene]">BSU07720</a>	AL009126.3	yflD		844097	844234	1
1085	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07735[gene]">BSU07735</a>	AL009126.3	yflB		844253	844645	1
1086	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07750[gene]">BSU07750</a>	AL009126.3	yflA		844770	846185	1
1087	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07760[gene]">BSU07760</a>	AL009126.3	yfkT		846182	847258	-1
1088	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S272	3'NT	846186	849552	1
1089	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07770[gene]">BSU07770</a>	AL009126.3	yfkS		847282	847482	-1
1090	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07780[gene]">BSU07780</a>	AL009126.3	yfkR		847498	848652	-1
1091	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07790[gene]">BSU07790</a>	AL009126.3	yfkQ		848633	850174	-1
1092	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07800[gene]">BSU07800</a>	AL009126.3	treP		850367	851779	1
1093	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07810[gene]">BSU07810</a>	AL009126.3	treA		851850	853535	1
1094	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07820[gene]">BSU07820</a>	AL009126.3	treR		853556	854272	1
1095	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07830[gene]">BSU07830</a>	AL009126.3	yfkO		854412	855077	1
1096	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07840[gene]">BSU07840</a>	AL009126.3	yfkN		855114	859502	-1
1097	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07850[gene]">BSU07850</a>	AL009126.3	yfkM		859745	860263	1
1098	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S273	Inter	860294	861944	1
1099	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07860[gene]">BSU07860</a>	AL009126.3	yfkL		860303	861493	-1
1100	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S274	Inter	861494	861585	-1
1101	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07870[gene]">BSU07870</a>	AL009126.3	yfkK		861586	861801	-1
1102	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07880[gene]">BSU07880</a>	AL009126.3	yfkJ		862004	862474	1
1103	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07890[gene]">BSU07890</a>	AL009126.3	yfkI		862492	862812	1
1104	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07900[gene]">BSU07900</a>	AL009126.3	yfkH		862836	863663	1
1105	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S275	Indep	863681	863837	1
1106	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07910[gene]">BSU07910</a>	AL009126.3	yfkF		863862	865037	-1
1107	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S276	5'UTR	864500	865153	1
1108	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07920[gene]">BSU07920</a>	AL009126.3	yfkE		865205	866260	1
1109	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07930[gene]">BSU07930</a>	AL009126.3	yfkD		866331	867125	1
1110	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07940[gene]">BSU07940</a>	AL009126.3	yfkC		867164	868006	-1
1111	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07955[gene]">BSU07955</a>	AL009126.3	yfkA		868007	869128	-1
1112	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07970[gene]">BSU07970</a>	AL009126.3	yfjT		869273	869458	1
1113	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07980[gene]">BSU07980</a>	AL009126.3	pdaA		869559	870350	1
1114	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU07990[gene]">BSU07990</a>	AL009126.3	yfjR		870388	871248	-1
1115	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08000[gene]">BSU08000</a>	AL009126.3	yfjQ		871347	872306	-1
1116	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08010[gene]">BSU08010</a>	AL009126.3	yfjP		872425	873288	1
1117	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S277	Intra	873289	873401	1
1118	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08020[gene]">BSU08020</a>	AL009126.3	yfjO		873402	874802	1
1119	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S278	5'UTR	875144	875427	1
1120	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08029[gene]">BSU08029</a>	AL009126.3	yfzA		875428	875694	1
1121	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S279	Inter	875695	876176	1
1122	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S280	5'UTR	876178	876425	1
1123	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08030[gene]">BSU08030</a>	AL009126.3	dusC		876426	877403	1
1124	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S281	3'UTR	877404	877496	1
1125	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08040[gene]">BSU08040</a>	AL009126.3	yfjM		877599	878051	1
1126	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08050[gene]">BSU08050</a>	AL009126.3	yfjL		878081	878770	1
1127	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08060[gene]">BSU08060</a>	AL009126.3	acoA		879002	880003	1
1128	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08070[gene]">BSU08070</a>	AL009126.3	acoB		880007	881035	1
1129	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08080[gene]">BSU08080</a>	AL009126.3	acoC		881049	882245	1
1130	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08090[gene]">BSU08090</a>	AL009126.3	acoL		882266	883642	1
1131	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08100[gene]">BSU08100</a>	AL009126.3	acoR		883758	885575	1
1132	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08110[gene]">BSU08110</a>	AL009126.3	sspH		885629	885808	1
1133	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08120[gene]">BSU08120</a>	AL009126.3	yfjF		885844	886173	-1
1134	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08130[gene]">BSU08130</a>	AL009126.3	yfjE		886223	886681	-1
1135	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S282	Intra	886682	886774	-1
1136	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08140[gene]">BSU08140</a>	AL009126.3	yfjD		886775	887332	-1
1137	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S283	Indep-NT	887222	887809	1
1138	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08150[gene]">BSU08150</a>	AL009126.3	yfjC		887364	888131	-1
1139	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08160[gene]">BSU08160</a>	AL009126.3	yfjB		888143	889366	-1
1140	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08170[gene]">BSU08170</a>	AL009126.3	yfjA		889372	889686	-1
1141	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08180[gene]">BSU08180</a>	AL009126.3	malA		890022	891371	1
1142	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08190[gene]">BSU08190</a>	AL009126.3	malR		891436	892200	1
1143	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08200[gene]">BSU08200</a>	AL009126.3	malP		892215	893798	1
1144	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08210[gene]">BSU08210</a>	AL009126.3	malQ		893904	895625	1
1145	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08220[gene]">BSU08220</a>	AL009126.3	yfiC		895619	897433	1
1146	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08230[gene]">BSU08230</a>	AL009126.3	catD		897588	897992	1
1147	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08240[gene]">BSU08240</a>	AL009126.3	catE		898010	898867	1
1148	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08250[gene]">BSU08250</a>	AL009126.3	yfiF		898961	899905	1
1149	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08260[gene]">BSU08260</a>	AL009126.3	yfiG		900080	901528	1
1150	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08270[gene]">BSU08270</a>	AL009126.3	yfiH		901555	902496	1
1151	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08280[gene]">BSU08280</a>	AL009126.3	yfiI		902506	903687	1
1152	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08290[gene]">BSU08290</a>	AL009126.3	yfiJ		903811	905013	1
1153	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08300[gene]">BSU08300</a>	AL009126.3	yfiK		905010	905672	1
1154	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08310[gene]">BSU08310</a>	AL009126.3	yfiL		905816	906751	1
1155	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08320[gene]">BSU08320</a>	AL009126.3	yfiM		906764	907954	1
1156	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08330[gene]">BSU08330</a>	AL009126.3	yfiN		907968	909125	1
1157	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S284	3'UTR	909123	909197	-1
1158	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08340[gene]">BSU08340</a>	AL009126.3	padR		909198	909746	-1
1159	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S285	5'UTR	909747	909826	-1
1160	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08350[gene]">BSU08350</a>	AL009126.3	estB		910019	910651	1
1161	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08360[gene]">BSU08360</a>	AL009126.3	yfiQ		910840	911928	1
1162	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S286	Indep-NT	911330	911718	-1
1163	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08370[gene]">BSU08370</a>	AL009126.3	yfiR		911964	912581	-1
1164	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08380[gene]">BSU08380</a>	AL009126.3	yfiS		912547	913800	-1
1165	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08390[gene]">BSU08390</a>	AL009126.3	yfiT		913924	914460	1
1166	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08400[gene]">BSU08400</a>	AL009126.3	yfiU		914457	916013	-1
1167	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08410[gene]">BSU08410</a>	AL009126.3	yfiV		916124	916606	-1
1168	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08425[gene]">BSU08425</a>	AL009126.3	mprF		916778	919348	1
1169	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08440[gene]">BSU08440</a>	AL009126.3	yfiY		919366	920343	-1
1170	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S287	5'UTR	920382	920473	1
1171	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08450[gene]">BSU08450</a>	AL009126.3	yfiZ		920474	921475	1
1172	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08460[gene]">BSU08460</a>	AL009126.3	yfhA		921472	922503	1
1173	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08470[gene]">BSU08470</a>	AL009126.3	yfhB		922618	923499	1
1174	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08480[gene]">BSU08480</a>	AL009126.3	yfhC		923587	924171	1
1175	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08490[gene]">BSU08490</a>	AL009126.3	yfhD		924210	924401	-1
1176	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08500[gene]">BSU08500</a>	AL009126.3	yfhE		924468	924578	-1
1177	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08510[gene]">BSU08510</a>	AL009126.3	yfhF		924633	925544	-1
1178	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S288	5'UTR	925460	925632	1
1179	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08520[gene]">BSU08520</a>	AL009126.3	recX		925633	926427	1
1180	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08530[gene]">BSU08530</a>	AL009126.3	yfhH		926429	926743	1
1181	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S289	Indep-NT	926651	926919	-1
1182	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08540[gene]">BSU08540</a>	AL009126.3	yfhI		926886	928079	1
1183	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S290	Inter	928080	928314	1
1184	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08550[gene]">BSU08550</a>	AL009126.3	sspK		928112	928264	-1
1185	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S291	5'UTR	928316	928388	1
1186	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08560[gene]">BSU08560</a>	AL009126.3	yfhJ		928389	928658	1
1187	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08570[gene]">BSU08570</a>	AL009126.3	yfhK		928803	929321	1
1188	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S292	Inter	929322	929389	1
1189	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08580[gene]">BSU08580</a>	AL009126.3	yfhL		929406	929738	1
1190	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08590[gene]">BSU08590</a>	AL009126.3	yfhM		929725	930585	1
1191	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S293	5'UTR	930671	930735	1
1192	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S294	5'UTR	930737	930817	1
1193	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08600[gene]">BSU08600</a>	AL009126.3	csbB		930818	931807	1
1194	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S295	Intra	931808	931878	1
1195	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08610[gene]">BSU08610</a>	AL009126.3	yfhO		931879	934464	1
1196	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08620[gene]">BSU08620</a>	AL009126.3	yfhP		934457	935440	-1
1197	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S296	5'UTR	935441	935588	-1
1198	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S297	5'UTR	935578	935655	1
1199	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08630[gene]">BSU08630</a>	AL009126.3	yfhQ		935656	936765	1
1200	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S298	Inter	936766	937078	1
1201	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08640[gene]">BSU08640</a>	AL009126.3	yfhS		936773	936997	-1
1202	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08650[gene]">BSU08650</a>	AL009126.3	fabL		937079	937831	1
1203	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08660[gene]">BSU08660</a>	AL009126.3	sspE		937900	938154	1
1204	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08670[gene]">BSU08670</a>	AL009126.3	ygaB		938243	938587	1
1205	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S299	5'UTR	938656	938730	1
1206	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08680[gene]">BSU08680</a>	AL009126.3	ygaC		938731	939261	1
1207	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08690[gene]">BSU08690</a>	AL009126.3	ygaD		939322	941091	1
1208	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08700[gene]">BSU08700</a>	AL009126.3	ygaE		941168	942229	-1
1209	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S300	5'UTR	942230	942320	-1
1210	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08710[gene]">BSU08710</a>	AL009126.3	gsaB		942449	943738	-1
1211	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S301	5'UTR	943787	944498	-1
1212	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08720[gene]">BSU08720</a>	AL009126.3	ygaF		943891	944364	1
1213	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08730[gene]">BSU08730</a>	AL009126.3	perR		944487	944924	1
1214	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08740[gene]">BSU08740</a>	AL009126.3	ygzB		944959	945312	-1
1215	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S302	5'UTR	945324	945415	1
1216	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S303	5'UTR	945417	945519	1
1217	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08750[gene]">BSU08750</a>	AL009126.3	ygxA		945520	946404	1
1218	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S304	5'UTR	946423	946695	1
1219	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S305	Inter	951346	951431	1
1220	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	trnD-Ser		951662	951753	1
1221	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	trnD-Trp		952397	952470	1
1222	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	trnD-Cys		952781	952851	1
1223	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S306	3'UTR	952948	953024	1
1224	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	S307	Inter	953026	953194	1
1225	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=[gene]"></a>	AL009126.3	trnD-Leu2		953213	953294	1
1226	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08760[gene]">BSU08760</a>	AL009126.3	spo0M		953373	954149	-1
1227	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08770[gene]">BSU08770</a>	AL009126.3	ygzA		954291	954494	1
1228	<a href="http://www.ncbi.nlm.nih.gov/gene/?term=BSU08779[gene]">BSU08779</a>	AL009126.3	ygzC		954579	954851	-1
